Type_annonce,Nombre_pieces,Prix,Adresse,Image_url
Vente,5,99000000,Saly,https://images.coinafrique.com/thumb_4947240_uploaded_image1_1726513899.jpg
Location,4,1000000,Ngaparou,https://images.coinafrique.com/thumb_4944603_uploaded_image1_1726336972.jpg
Vente,4,40000000,Keur Massar,https://images.coinafrique.com/thumb_4942263_uploaded_image1_1726213600.jpg
Location,10,3500000,Almadies,https://images.coinafrique.com/thumb_4897824_uploaded_image1_1723831107.jpg
Vente,5,190000000,Mariste,https://images.coinafrique.com/thumb_4900667_uploaded_image1_1724025984.jpg
Vente,Non précisé,28000000,Keur Massar,https://images.coinafrique.com/thumb_4938038_uploaded_image1_1726008319.jpg
Vente,Non précisé,200000000,Dakar,https://images.coinafrique.com/thumb_4937914_uploaded_image1_1726003684.jpg
Vente,6,300000000,Ngor,https://images.coinafrique.com/thumb_4894193_uploaded_image1_1723647689.jpg
Vente,6,300000000,Ngor,https://images.coinafrique.com/thumb_4894195_uploaded_image1_1723647694.jpg
Vente,2,95000000,Parcelle Assainies,https://images.coinafrique.com/thumb_4936704_uploaded_image1_1725958949.jpg
location,2,125000,Saly,https://images.coinafrique.com/thumb_4935262_uploaded_image1_1725884153.jpg
Location,6,1200000,Dakar,https://images.coinafrique.com/thumb_4934711_uploaded_image1_1725846336.jpg
Vente,3,20000000,Dakar,https://images.coinafrique.com/thumb_4933850_uploaded_image1_1725800438.jpg
location,12,Prixsurdemande,Ngaparou,https://images.coinafrique.com/thumb_4933842_uploaded_image1_1725800024.jpg
location,7,650000,Saly,https://images.coinafrique.com/thumb_4933837_uploaded_image1_1725799446.jpg
Vente,7,140000000,Mbour,https://images.coinafrique.com/thumb_4933615_uploaded_image1_1725791007.jpg
Location,6,3500000,Almadies,https://images.coinafrique.com/thumb_4885974_uploaded_image1_1723216659.jpg
Vente,5,400000000,Yoff,https://images.coinafrique.com/thumb_4885097_uploaded_image1_1723168376.jpg
Vente,5,160000000,Dakar,https://images.coinafrique.com/thumb_4932758_uploaded_image1_1725717185.jpg
Vente,6,160000000,Dakar,https://images.coinafrique.com/thumb_4932315_uploaded_image1_1725698109.jpg
Location,7,2200000,Point E,https://images.coinafrique.com/thumb_4887597_uploaded_image1_1723306944.jpg
Vente,6,400000000,Ngor,https://images.coinafrique.com/thumb_4887050_uploaded_image1_1723285265.jpg
Location,6,800000,Sacré-Coeur,https://images.coinafrique.com/thumb_4930478_uploaded_image1_1725590309.jpg
Villa,Non précisé,100000000,Patte d'oie,https://images.coinafrique.com/thumb_4929716_uploaded_image1_1725554787.4.jpeg
Location,3,120000,Rufisque,https://images.coinafrique.com/thumb_4929637_uploaded_image1_1725552815.jpg
Vente,5,160000000,Mamelles,https://images.coinafrique.com/thumb_4881350_uploaded_image1_1722991333.jpg
Vente,Non précisé,95000000,Guediawaye,https://images.coinafrique.com/thumb_4927622_uploaded_image1_1725468845.jpg
Location,5,800000,Dakar,https://images.coinafrique.com/thumb_4927234_uploaded_image1_1725456660.jpg
Vente,6,250000000,Mbour,https://images.coinafrique.com/thumb_4926855_uploaded_image1_1725447244.jpg
Vente,Non précisé,400000000,Djily MBaye,https://images.coinafrique.com/thumb_4926165_uploaded_image1_1725404426.jpg
Vente,10000,12000,Dakar,https://images.coinafrique.com/thumb_4925621_uploaded_image1_1725385828.jpg
Vente,5,386000000,Yoff,https://images.coinafrique.com/thumb_4878047_uploaded_image1_1722860405.jpg
Vente,3,115000000,Mbour,https://images.coinafrique.com/thumb_4925143_uploaded_image1_1725370955.jpg
Vente,Non précisé,130000000,Mariste,https://images.coinafrique.com/thumb_4876747_uploaded_image1_1722781058.jpg
Vente,Non précisé,147000000,Dakar,https://images.coinafrique.com/thumb_4923032_uploaded_image1_1725281652.jpg
Vente,4,4500000,Thies,https://images.coinafrique.com/thumb_4922738_uploaded_image1_1725275267.jpg
Vente,10,255000000,Sipres,https://images.coinafrique.com/thumb_4879705_uploaded_image1_1722938570.jpg
Location,8,2000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4879526_uploaded_image1_1722931492.jpg
Location,6,200000,Ngaparou,https://images.coinafrique.com/thumb_4922267_uploaded_image1_1725241886.jpg
Location,4,150000,Saly,https://images.coinafrique.com/thumb_4922266_uploaded_image1_1725241765.jpg
Location,7,1500000,Dakar,https://images.coinafrique.com/thumb_4922050_uploaded_image1_1725226538.jpg
Location,4,Prixsurdemande,Saint Louis,https://images.coinafrique.com/thumb_4922014_uploaded_image1_1725225515.jpg
Location,7,1500,Dakar,https://images.coinafrique.com/thumb_4921952_uploaded_image1_1725222757.jpg
Vente,9,50000000,Lac rose,https://images.coinafrique.com/thumb_4882759_uploaded_image1_1723052700.jpg
Location,5,800000,Sacré-Coeur,https://images.coinafrique.com/thumb_4921431_uploaded_image1_1725199927.jpg
Vente,3,20500000,Dakar,https://images.coinafrique.com/thumb_4921280_uploaded_image1_1725194708.jpg
Vente,4,75000000,Mbour,https://images.coinafrique.com/thumb_4921012_uploaded_image1_1725185857.jpg
Vente,4,85000000,Saly,https://images.coinafrique.com/thumb_4873966_uploaded_image1_1722620282.jpg
Location,5,180000,Saly,https://images.coinafrique.com/thumb_4920878_uploaded_image1_1725178302.jpg
Vente,15,550000000,Mbour,https://images.coinafrique.com/thumb_4920673_uploaded_image1_1725156095.jpg
Location,Non précisé,1500000,Yoff,https://images.coinafrique.com/thumb_4872989_uploaded_image1_1722592375.jpg
Vente,10,250000000,Dakar,https://images.coinafrique.com/thumb_4919131_uploaded_image1_1725065343.jpg
Vente,9,55000000,Mbao,https://images.coinafrique.com/thumb_4918472_uploaded_image1_1725031230.jpg
Location,5,1500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4871389_uploaded_image1_1722516251.jpg
Vente,16,225000000,Ouakam,https://images.coinafrique.com/thumb_4918081_uploaded_image1_1725015564.jpg
Vente,11,180000000,Mariste,https://images.coinafrique.com/thumb_4917062_uploaded_image1_1724947183.jpg
Location,9,1700000,Almadies,https://images.coinafrique.com/thumb_4869301_uploaded_image1_1722425654.jpg
Vente,6,500000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4872057_uploaded_image1_1722536910.jpg
Vente,5,300000000,Mbour,https://images.coinafrique.com/thumb_4915739_uploaded_image1_1724869868.jpg
Vente,4,70000000,Saly,https://images.coinafrique.com/thumb_4915725_uploaded_image2_1724869333.jpeg
Vente,5,300000000,Yoff,https://images.coinafrique.com/thumb_4866865_uploaded_image1_1722298146.jpg
Location,6,1000000,Ouakam,https://images.coinafrique.com/thumb_4867359_uploaded_image1_1722337953.jpg
Location,6,2000000,Almadies,https://images.coinafrique.com/thumb_4867469_uploaded_image1_1722341322.jpg
Location,Non précisé,65000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4867451_uploaded_image1_1722340256.jpg
Vente,7,75000000,Mbao,https://images.coinafrique.com/thumb_4915054_uploaded_image1_1724841138.jpg
Vente,Non précisé,70000000,Guediawaye,https://images.coinafrique.com/thumb_4913942_uploaded_image1_1724780641.jpg
Location,3,300000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4869360_uploaded_image1_1722426651.jpg
Location,4,300000,Dakar,https://images.coinafrique.com/thumb_4881905_uploaded_image1_1723027876.jpg
Vente,6,48000000,Kedougou,https://images.coinafrique.com/thumb_4911900_uploaded_image1_1724681084.jpg
Vente,7,500000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4866593_uploaded_image1_1722282157.jpg
Vente,5,450000000,Yoff,https://images.coinafrique.com/thumb_4866515_uploaded_image1_1722277894.jpg
Villa,13,65000000,Thies,https://images.coinafrique.com/thumb_4910705_uploaded_image1_1724602091.jpg
Vente,8,Prixsurdemande,HLM,https://images.coinafrique.com/thumb_4910068_uploaded_image1_1724545699.jpg
Vente,9,98000000,Dakar,https://images.coinafrique.com/thumb_4868524_uploaded_image1_1722378867.jpg
Vente,10,150000000,Guediawaye,https://images.coinafrique.com/thumb_4909549_uploaded_image1_1724513202.jpg
Vente,8,270000000,Ouakam,https://images.coinafrique.com/thumb_4909458_uploaded_image1_1724509275.jpg
Vente,6,300000000,Yoff,https://images.coinafrique.com/thumb_4861289_uploaded_image1_1721952024.jpg
Location,Non précisé,1800000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4861271_uploaded_image1_1721950630.jpg
Vente,4,49000000,Keur Massar,https://images.coinafrique.com/thumb_4907435_uploaded_image1_1724391719.jpg
Vente,10,325000000,Sicap Liberté,https://images.coinafrique.com/thumb_4862288_uploaded_image1_1722006990.jpg
Location,9,2000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4862058_uploaded_image1_1721999583.jpg
Location,5,1000000,Ouakam,https://images.coinafrique.com/thumb_4857068_uploaded_image1_1721744609.jpg
Vente,2,40000000,Sicap Liberté,https://images.coinafrique.com/thumb_4862009_uploaded_image1_1721998375.jpg
Vente,Non précisé,95000000,Dakar,https://images.coinafrique.com/thumb_4904967_uploaded_image1_1724256238.jpg
Vente,5,155000000,Toubab Dialao,https://images.coinafrique.com/thumb_4904418_uploaded_image1_1724236300.jpg
Vente,6,150000000,Ouakam,https://images.coinafrique.com/thumb_4903940_uploaded_image1_1724195394.jpg
Location,6,900000,Yoff,https://images.coinafrique.com/thumb_4859097_uploaded_image1_1721843944.jpg
Vente,5,520000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4858754_uploaded_image1_1721830157.jpg
Location,5,1500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4854954_uploaded_image1_1721648466.jpg
Vente,Non précisé,45000000,Dakar,https://images.coinafrique.com/thumb_4903155_uploaded_image1_1724162129.jpg
Location,12,Prixsurdemande,Keur Massar,https://images.coinafrique.com/thumb_4871720_uploaded_image1_1722525755.jpg
Vente,Non précisé,Prixsurdemande,Keur Massar,https://images.coinafrique.com/thumb_4871735_uploaded_image1_1722525978.jpg
Vente,4,45000000,Lac rose,https://images.coinafrique.com/thumb_4901435_uploaded_image1_1724075879.jpg
Vente,3,56000000,Mbour,https://images.coinafrique.com/thumb_4900627_uploaded_image1_1724023165.jpg
Maison,20,220000000,Toubab Dialao,https://images.coinafrique.com/thumb_4859374_uploaded_image1_1721855452.jpg
Vente,5,190000000,Mamelles,https://images.coinafrique.com/thumb_4855773_uploaded_image1_1721674073.jpg
Vente,5,655000000,Saly,https://images.coinafrique.com/thumb_4900363_uploaded_image1_1724007456.jpg
Vente,5,252000000,Yoff,https://images.coinafrique.com/thumb_4851782_uploaded_image1_1721432564.jpg
Location,3,175000,Keur Massar,https://images.coinafrique.com/thumb_4880091_uploaded_image1_1722949390.jpg
Location,9,1800000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4849760_uploaded_image1_1721330839.jpg
Vente,11,180000000,Saly,https://images.coinafrique.com/thumb_4898743_uploaded_image1_1723894491.jpg
vente,6,15000000,Malikounda,https://images.coinafrique.com/thumb_4898116_uploaded_image1_1723848404.jpg
Vente,8,180000000,Guediawaye,https://images.coinafrique.com/thumb_4898111_uploaded_image1_1723847981.jpg
Location,6,3000000,Sipres,https://images.coinafrique.com/thumb_4849441_uploaded_image1_1721319646.jpg
Vente,4,45000000,Keur Massar,https://images.coinafrique.com/thumb_4897626_uploaded_image1_1723821260.jpg
Vente,5,70000000,Keur Massar,https://images.coinafrique.com/thumb_4897376_uploaded_image1_1723811307.jpg
Location,7,1500000,Mamelles,https://images.coinafrique.com/thumb_4851341_uploaded_image1_1721409349.jpg
Location,5,600000,Ouest Foire,https://images.coinafrique.com/thumb_4896109_uploaded_image1_1723739957.jpg
Vente,6,110000000,Mbao,https://images.coinafrique.com/thumb_4895825_uploaded_image1_1723726502.jpg
Vente,19,50000000,Keur Massar,https://images.coinafrique.com/thumb_4894889_uploaded_image1_1723676359.jpg
Vente,5,165000000,Mbour,https://images.coinafrique.com/thumb_4894506_uploaded_image1_1723660370.jpg
Location,4,110000,Saly,https://images.coinafrique.com/thumb_4892953_uploaded_image1_1723584846.jpg
Location,4,120000,Saly,https://images.coinafrique.com/thumb_4892944_uploaded_image1_1723584550.jpg
Vente,7,450000000,Point E,https://images.coinafrique.com/thumb_4892910_uploaded_image1_1723582931.jpg
Villa,14,Prixsurdemande,Mbao,https://images.coinafrique.com/thumb_4844541_uploaded_image1_1721071865.jpg
Vente,8,55000000,Keur Massar,https://images.coinafrique.com/thumb_4892572_uploaded_image1_1723570933.jpg
Location,6,1200000,Ouakam,https://images.coinafrique.com/thumb_4842637_uploaded_image1_1720970303.jpg
Vente,Non précisé,90000000,Dakar,https://images.coinafrique.com/thumb_4891071_uploaded_image1_1723500187.jpg
Location,4,300000,Mbao,https://images.coinafrique.com/thumb_4890390_uploaded_image1_1723472652.jpg
Location,10,2500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4845756_uploaded_image1_1721136625.jpg
Location,7,3000000,Almadies,https://images.coinafrique.com/thumb_4854974_uploaded_image1_1721648956.jpg
Location,6,2000000,Almadies,https://images.coinafrique.com/thumb_4843259_uploaded_image1_1721023078.jpg
Location,3,15000,Ndiass,https://images.coinafrique.com/thumb_4887808_uploaded_image1_1723322804.jpg
Location,6,1100000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4840037_uploaded_image1_1720793646.jpg
Vente,4,25000000,Toubab Dialao,https://images.coinafrique.com/thumb_4839503_uploaded_image1_1720776907.jpg
Vente,7,120000000,Mariste,https://images.coinafrique.com/thumb_4842265_uploaded_image1_1720947571.jpg
Vente,7,65000000,Djily MBaye,https://images.coinafrique.com/thumb_4885455_uploaded_image1_1723197529.jpg
Vente,7,299900000,Sicap Liberté,https://images.coinafrique.com/thumb_4840363_uploaded_image1_1720808083.jpg
Vente,3,25000000,Keur Massar,https://images.coinafrique.com/thumb_4884510_uploaded_image1_1723139650.jpg
Vente,15,65000000,Sicap foire,https://images.coinafrique.com/thumb_4884231_uploaded_image1_1723128740.jpg
Location,5,500000,Keur Massar,https://images.coinafrique.com/thumb_4884146_uploaded_image1_1723125378.jpg
Location,4,1000000,Saly,https://images.coinafrique.com/thumb_4883240_uploaded_image1_1723071835.jpg
Vente,6,245000000,Yoff,https://images.coinafrique.com/thumb_4838955_uploaded_image1_1720736432.jpg
Vente,Non précisé,45000000,Pikine,https://images.coinafrique.com/thumb_4838171_uploaded_image1_1720703574.jpg
Location,Non précisé,900000,Mariste,https://images.coinafrique.com/thumb_4837583_uploaded_image1_1720686060.jpg
Vente,9,65000000,Pikine,https://images.coinafrique.com/thumb_4880172_uploaded_image1_1722951686.jpg
Location,6,1100000,Sicap Liberté,https://images.coinafrique.com/thumb_4879514_uploaded_image1_1722930631.jpg
Location,3,160000,Pikine,https://images.coinafrique.com/thumb_4879037_uploaded_image1_1722894483.jpg
Vente,12,140000000,Mbacké,https://images.coinafrique.com/thumb_4878825_uploaded_image1_1722883887.jpg
Location,8,115000,Ngaparou,https://images.coinafrique.com/thumb_4878006_uploaded_image1_1722859423.jpg
Vente,6,100000000,Mbour,https://images.coinafrique.com/thumb_4877465_uploaded_image1_1722822797.jpg
Location,10,3000000,Ngor,https://images.coinafrique.com/thumb_4833017_uploaded_image1_1720469842.jpg
Vente,8,150000000,Mariste,https://images.coinafrique.com/thumb_4876929_uploaded_image1_1722788283.jpg
Location,5,1200000,Yoff,https://images.coinafrique.com/thumb_4876294_uploaded_image1_1722766056.jpg
Location,7,100000,Mbour,https://images.coinafrique.com/thumb_4876285_uploaded_image1_1722765216.jpg
Vente,10,80000000,Lac rose,https://images.coinafrique.com/thumb_4833794_uploaded_image1_1720517220.jpg
Location,7,850000,Sicap foire,https://images.coinafrique.com/thumb_4830036_uploaded_image1_1720312689.jpg
Vente,8,65000000,Keur Massar,https://images.coinafrique.com/thumb_4874300_uploaded_image1_1722637634.jpg
Vente,7,75000000,Sipres,https://images.coinafrique.com/thumb_4874072_uploaded_image1_1722624881.jpg
Location,6,900000,Dakar,https://images.coinafrique.com/thumb_4863705_uploaded_image1_1722089935.jpg
Location,8,750000,Dakar,https://images.coinafrique.com/thumb_4867670_uploaded_image1_1722347239.jpg
Location,5,600000,Dakar,https://images.coinafrique.com/thumb_4867660_uploaded_image1_1722346868.jpg
Vente,5,600000000,Yoff,https://images.coinafrique.com/thumb_4873265_uploaded_image1_1722599828.jpg
Location,7,1500000,Dakar,https://images.coinafrique.com/thumb_4872569_uploaded_image1_1722559979.jpg
Vente,4,Prixsurdemande,Dakar,https://images.coinafrique.com/thumb_4872500_uploaded_image1_1722555874.jpg
Location,Non précisé,Prixsurdemande,Dakar,https://images.coinafrique.com/thumb_4871887_uploaded_image1_1722531064.jpg
Location,7,850000,Dakar,https://images.coinafrique.com/thumb_4871844_uploaded_image1_1722529618.jpg
Location,9,1700000,Almadies,https://images.coinafrique.com/thumb_4870959_uploaded_image1_1722506397.jpg
Location,7,1700000,Almadies,https://images.coinafrique.com/thumb_4870668_uploaded_image1_1722495845.jpg
Vente,3,38000000,Keur Massar,https://images.coinafrique.com/thumb_4870635_uploaded_image1_1722494892.jpg
Vente,7,159000000,Toubab Dialao,https://images.coinafrique.com/thumb_4869890_uploaded_image1_1722445624.jpg
Location,6,2200000,Almadies,https://images.coinafrique.com/thumb_4825184_uploaded_image1_1720082793.jpg
Location,10,3000000,Ngor,https://images.coinafrique.com/thumb_4820026_uploaded_image1_1719852510.jpg
Vente,Non précisé,120000000,Mbour,https://images.coinafrique.com/thumb_4823416_uploaded_image1_1720003207.jpg
Location,7,450000,Almadies 2,https://images.coinafrique.com/thumb_4867107_uploaded_image1_1722328887.jpg
Vente,5,275000000,Yoff,https://images.coinafrique.com/thumb_4821545_uploaded_image1_1719921661.jpg
Vente,5,60000000,Rufisque,https://images.coinafrique.com/thumb_4865373_uploaded_image1_1722215184.jpg
Vente,4,125000000,Rufisque,https://images.coinafrique.com/thumb_4865207_uploaded_image1_1722201174.jpg
Location,4,Prixsurdemande,Mbour,https://images.coinafrique.com/thumb_4824425_uploaded_image1_1720033646.jpg
Location,8,2500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4819453_uploaded_image1_1719836037.jpg
Vente,5,110000000,Mariste,https://images.coinafrique.com/thumb_4864656_uploaded_image1_1722164402.jpg
Vente,10,220000000,Mariste,https://images.coinafrique.com/thumb_4864587_uploaded_image1_1722161271.jpg
Vente,13,110,Guediawaye,https://images.coinafrique.com/thumb_4864399_uploaded_image1_1722134269.jpg
Vente,5,20000000,Rufisque,https://images.coinafrique.com/thumb_4822621_uploaded_image1_1719958994.jpg
Location,6,5000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4814565_uploaded_image1_1719534956.jpg
Location,6,1600000,Mariste,https://images.coinafrique.com/thumb_4815695_uploaded_image1_1719595478.jpg
Location,7,5000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4815816_uploaded_image1_1719601799.jpg
vente,11,140000000,Touba,https://images.coinafrique.com/thumb_4863737_uploaded_image1_1722091418.jpg
Vente,7,375000000,Mbour,https://images.coinafrique.com/thumb_4855156_uploaded_image1_1721653875.jpg
Vente,10,314859360,Saly,https://images.coinafrique.com/thumb_4863466_uploaded_image1_1722082876.jpg
Vente,Non précisé,90000000,Pikine,https://images.coinafrique.com/thumb_4862957_uploaded_image1_1722047958.jpg
Location,7,2500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4862845_uploaded_image1_1722033641.jpg
Location,6,4000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4813726_uploaded_image1_1719497939.jpg
Location,6,4000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4813693_uploaded_image1_1719496566.jpg
Vente,Non précisé,17000000,Dakar,https://images.coinafrique.com/thumb_4862188_uploaded_image1_1722004038.jpg
Vente,3,100000000,Mbao,https://images.coinafrique.com/thumb_4862046_uploaded_image1_1721999171.jpg
Location,Non précisé,5000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4812257_uploaded_image1_1719421990.jpg
Location,6,250000,Saly,https://images.coinafrique.com/thumb_4860804_uploaded_image1_1721928311.jpg
Vente,5,90000000,Ouest Foire,https://images.coinafrique.com/thumb_4852713_uploaded_image1_1721491417.jpg
Vente,1,65000000,Dakar Plateau,https://images.coinafrique.com/thumb_4860468_uploaded_image1_1721914127.jpg
Location,5,1400000,Almadies,https://images.coinafrique.com/thumb_4813958_uploaded_image1_1719506495.jpg
Location,8,3000000,Almadies,https://images.coinafrique.com/thumb_4811563_uploaded_image1_1719399326.jpg
Location,4,180000,Saly,https://images.coinafrique.com/thumb_4857267_uploaded_image1_1721750207.jpg
Location,4,150000,Saly,https://images.coinafrique.com/thumb_4857256_uploaded_image1_1721749934.jpg
Location,6,900000,Sipres,https://images.coinafrique.com/thumb_4857021_uploaded_image1_1721743438.jpg
Location,7,2000000,Mamelles,https://images.coinafrique.com/thumb_4811611_uploaded_image1_1719400515.jpg
Vente,5,660000000,Ngaparou,https://images.coinafrique.com/thumb_4855861_uploaded_image1_1721678999.jpg
Vente,Non précisé,425000000,Colobane,https://images.coinafrique.com/thumb_4855741_uploaded_image1_1721672844.jpg
Vente,4,82000000,Rufisque,https://images.coinafrique.com/thumb_4855594_uploaded_image1_1721667999.jpg
Location,6,2000000,Mamelles,https://images.coinafrique.com/thumb_4855029_uploaded_image1_1721650797.jpg
Vente,7,99000000,Saly,https://images.coinafrique.com/thumb_4854333_uploaded_image1_1721605717.jpg
Location,4,141000000,Saly,https://images.coinafrique.com/thumb_4854084_uploaded_image1_1721589054.jpg
Vente,4,300000000,Yoff,https://images.coinafrique.com/thumb_4804633_uploaded_image1_1718997438.jpg
Vente,4,120000000,Mbour,https://images.coinafrique.com/thumb_4807972_uploaded_image1_1719229166.jpg
Location,6,1300000,Almadies,https://images.coinafrique.com/thumb_4807953_uploaded_image1_1719228431.jpg
Location,10,1500000,Dakar,https://images.coinafrique.com/thumb_4853108_uploaded_image1_1721508628.jpg
Vente,6,75000000,Guediawaye,https://images.coinafrique.com/thumb_4852931_uploaded_image1_1721498405.jpg
Vente,6,220000000,Dakar,https://images.coinafrique.com/thumb_4852896_uploaded_image1_1721497317.jpg
Vente,7,250000000,Sicap Liberté,https://images.coinafrique.com/thumb_4850142_uploaded_image1_1721351251.jpg
Vente,4,30000000,HLM,https://images.coinafrique.com/thumb_4850115_uploaded_image1_1721348705.jpg
Vente,350,350,Dakar,https://images.coinafrique.com/thumb_4849919_uploaded_image1_1721337391.jpg
Vente,6,195000000,Dakar,https://images.coinafrique.com/thumb_4849784_uploaded_image1_1721332114.jpg
Vente,10,110,Guediawaye,https://images.coinafrique.com/thumb_4847643_uploaded_image1_1721228567.jpg
Location,7,4200000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4801303_uploaded_image1_1718806490.jpg
Location,2,53000000,Saly,https://images.coinafrique.com/thumb_4844246_uploaded_image1_1721060911.jpg
Vente,Non précisé,Prixsurdemande,Parcelle Assainies,https://images.coinafrique.com/thumb_4843847_uploaded_image1_1721048919.jpg
Vente,4,76000000,Saint Louis,https://images.coinafrique.com/thumb_4843050_uploaded_image1_1720995059.jpg
Vente,10,110000000,Guediawaye,https://images.coinafrique.com/thumb_4842095_uploaded_image1_1720917629.jpg
Vente,Non précisé,25000000,Keur Massar,https://images.coinafrique.com/thumb_4841439_uploaded_image1_1720882153.jpg
Vente,3,200000000,Fann,https://images.coinafrique.com/thumb_4793891_uploaded_image1_1718281643.jpg
vente,5,300000000,Sicap Liberté,https://images.coinafrique.com/thumb_4840160_uploaded_image1_1720798643.jpg
Vente,3,45000000,Mbao,https://images.coinafrique.com/thumb_4839879_uploaded_image1_1720787564.jpg
Vente,Non précisé,3500000,Ouest Foire,https://images.coinafrique.com/thumb_4839683_uploaded_image1_1720782114.jpg
Vente,Non précisé,360000000,Almadies,https://images.coinafrique.com/thumb_4838933_uploaded_image1_1720734629.jpg
Vente,7,75000000,Mbao,https://images.coinafrique.com/thumb_4838492_uploaded_image1_1720714827.jpg
Vente,12,600000000,Mamelles,https://images.coinafrique.com/thumb_4838001_uploaded_image1_1720698653.jpg
Location,5,1500000,Almadies,https://images.coinafrique.com/thumb_4795311_uploaded_image1_1718362429.jpg
location,6,800000,Sicap Liberté,https://images.coinafrique.com/thumb_4794322_uploaded_image1_1718295034.jpg
Vente,2,84500000,Saly,https://images.coinafrique.com/thumb_4836657_uploaded_image1_1720633601.jpg
Vente,4,75000000,Keur Massar,https://images.coinafrique.com/thumb_4836573_uploaded_image1_1720631070.jpg
Vente,6,250000000,Sipres,https://images.coinafrique.com/thumb_4836090_uploaded_image1_1720616784.jpg
Vente,3,20000000,Dakar,https://images.coinafrique.com/thumb_4833380_uploaded_image1_1720487307.jpg
Vente,12,90000000,Dakar,https://images.coinafrique.com/thumb_4833335_uploaded_image1_1720484365.jpg
Vente,8,150000000,Mariste,https://images.coinafrique.com/thumb_4833160_uploaded_image1_1720475595.jpg
Vente,7,180000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4794563_uploaded_image1_1718306933.jpg
Vente,9,6900000000,Almadies,https://images.coinafrique.com/thumb_4789523_uploaded_image1_1718058730.jpg
Location,7,2000000,Almadies,https://images.coinafrique.com/thumb_4784939_uploaded_image1_1717778624.jpg
Vente,5,90000000,Mbao,https://images.coinafrique.com/thumb_4828328_uploaded_image1_1720215137.jpg
Vente,6,70000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4828284_uploaded_image1_1720212803.jpg
Vente,7791,130000000,Dakar,https://images.coinafrique.com/thumb_4827819_uploaded_image1_1720192104.jpg
Vente,Non précisé,450000000,Rufisque,https://images.coinafrique.com/thumb_4827424_uploaded_image1_1720181844.jpg
Vente,8,155000000,Dakar,https://images.coinafrique.com/thumb_4827021_uploaded_image1_1720170129.jpg
Location,5,600000,Saly,https://images.coinafrique.com/thumb_4826643_uploaded_image1_1720136066.jpg
Location,8,900000,Sacré-Coeur,https://images.coinafrique.com/thumb_4784468_uploaded_image1_1717762923.jpg
Location,12,1000000,Ouakam,https://images.coinafrique.com/thumb_4784435_uploaded_image1_1717762045.jpg
Location,Non précisé,450000,Ouakam,https://images.coinafrique.com/thumb_4784404_uploaded_image1_1717761111.jpg
Location,4,600000,Saly,https://images.coinafrique.com/thumb_4825420_uploaded_image1_1720090852.jpg
Vente,Non précisé,160000000,Dakar,https://images.coinafrique.com/thumb_4824821_uploaded_image1_1720055060.jpg
Vente,Non précisé,50000000,Diamniadio,https://images.coinafrique.com/thumb_4824177_uploaded_image1_1720024096.jpg
Vente,7,350000000,Mamelles,https://images.coinafrique.com/thumb_4823678_uploaded_image2_1720009764.jpeg
Vente,9,Prixsurdemande,Rufisque,https://images.coinafrique.com/thumb_4823125_uploaded_image1_1719996431.jpg
Vente,4,30000000,Keur Massar,https://images.coinafrique.com/thumb_4822924_uploaded_image1_1719983753.jpg
Vente,6,100000000,Mamelles,https://images.coinafrique.com/thumb_4822187_uploaded_image1_1719943993.jpg
Vente,7,150000000,Rufisque,https://images.coinafrique.com/thumb_4820606_uploaded_image1_1719876071.jpg
Vente,4,40000000,Keur Massar,https://images.coinafrique.com/thumb_4820415_uploaded_image2_1719866553.jpeg
Vente,5,350000000,Sicap Liberté,https://images.coinafrique.com/thumb_4819768_uploaded_image1_1719844818.jpg
Vente,8,500000000,Mamelles,https://images.coinafrique.com/thumb_4819115_uploaded_image1_1719828270.jpg
Location,Non précisé,Prixsurdemande,Yoff,https://images.coinafrique.com/thumb_4819024_uploaded_image1_1719824685.jpg
Vente,9,Prixsurdemande,Rufisque,https://images.coinafrique.com/thumb_4818983_uploaded_image1_1719823091.jpg
